loan_amnt,total_acc,loan_status,funded_amnt,id,grade,emp_length,revol_bal,annual_inc,issue_date,addr_state
12000,51,Fully Paid,12000,1002778,C,n/a,4614,80000,01/11/2011,CA
8000,57,Fully Paid,8000,862488,E,10+ years,11766,114000,01/10/2011,CA
10000,24,Fully Paid,10000,1002722,C,4 years,4816,43000,01/10/2011,IL
12000,42,Current,12000,1002556,E,10+ years,49936,140000,01/11/2011,GA
16000,17,Fully Paid,16000,1002681,B,2 years,17034,48000,01/11/2011,WI
17000,23,Fully Paid,17000,998475,A,10+ years,2498,110000,01/11/2011,MA
5000,17,Charged Off,5000,1002534,C,10+ years,3340,54000,01/10/2011,LA
2000,11,Fully Paid,2000,1002680,C,4 years,256,62000,01/10/2011,NJ
20000,13,Current,20000,1002518,B,4 years,10985,90000,01/11/2011,NY
10000,23,Fully Paid,10000,1002584,A,n/a,7054,50000,01/11/2011,MI
4500,19,Fully Paid,4500,1002502,B,4 years,7298,39000,01/10/2011,NJ
4100,16,Fully Paid,4100,1002509,D,1 year,1897,44000,01/10/2011,CO
4200,11,Fully Paid,4200,1002610,C,5 years,6524,43200,01/10/2011,PA
12000,12,Fully Paid,12000,1001953,B,5 years,1525,58000,01/10/2011,CO
18000,29,Fully Paid,18000,1002436,D,10+ years,7747,78000,01/11/2011,WV
35000,34,Charged Off,35000,1001258,F,10+ years,67761,120000,01/11/2011,PA
10000,15,Fully Paid,10000,1002589,D,10+ years,9496,53000,01/10/2011,TX
3000,9,Fully Paid,3000,1001871,A,2 years,12600,30000,01/10/2011,CA
4425,13,Fully Paid,4425,968953,A,< 1 year,4397,60000,01/10/2011,WA
28000,37,Fully Paid,28000,841379,A,8 years,13247,180000,01/10/2011,PA
35000,20,Fully Paid,35000,1002575,C,10+ years,1265,95000,01/11/2011,MN
12000,45,Charged Off,12000,1002440,A,10+ years,11742,53000,01/10/2011,NC
4800,19,Charged Off,4800,1002443,C,8 years,7242,46525,01/10/2011,NV
2400,12,Fully Paid,2400,1002428,A,5 years,21826,82500,01/10/2011,CA
31300,18,Fully Paid,31300,1002562,B,5 years,3712,58000,01/10/2011,DE
32250,30,Fully Paid,32250,1002413,E,3 years,17264,64480,01/11/2011,GA
3000,17,Fully Paid,3000,1002419,A,10+ years,16753,62000,01/10/2011,VA
4000,21,Charged Off,4000,1002404,A,9 years,432,39000,01/10/2011,RI
15000,13,Charged Off,15000,1002337,B,n/a,7475,42655,01/10/2011,CT
4800,34,Fully Paid,4800,1001701,A,2 years,4913,65000,01/10/2011,TX
14400,35,Fully Paid,14400,1001573,B,10+ years,7847,115000,01/10/2011,VA
7000,24,Fully Paid,7000,1002383,A,10+ years,117243,160000,01/10/2011,NY
5000,11,Charged Off,5000,1002303,C,2 years,11569,36000,01/10/2011,NC
20800,17,Fully Paid,20800,993621,B,1 year,13197,78500,01/11/2011,GA
4200,15,Fully Paid,4200,1002377,A,9 years,1472,42000,01/10/2011,OH
7200,27,Fully Paid,7200,997765,A,4 years,5879,62400,01/10/2011,PA
4200,32,Fully Paid,4200,999955,A,4 years,1739,47500,01/10/2011,CT
18200,22,Fully Paid,18200,1002259,A,5 years,9207,80000,01/10/2011,NV
10000,34,Fully Paid,10000,1001709,A,n/a,16320,60000,01/11/2011,WA
22000,19,Fully Paid,22000,1002062,B,4 years,21054,115000,01/10/2011,NC
20000,43,Fully Paid,20000,1002199,C,10+ years,19369,84000,01/11/2011,TX
3000,26,Fully Paid,3000,1002202,D,< 1 year,2929,52000,01/10/2011,OR
2800,12,Charged Off,2800,994522,B,6 years,19320,64800,01/11/2011,CA
4000,14,Fully Paid,4000,1002189,C,< 1 year,18833,48000,01/10/2011,CA
3775,29,Fully Paid,3775,1002026,B,6 years,6500,55000,01/10/2011,AZ
2500,16,Fully Paid,2500,1002171,C,6 years,4709,40296,01/10/2011,CA
25000,16,Fully Paid,25000,978009,B,10+ years,34006,116000,01/11/2011,NY
6000,25,Fully Paid,6000,1002165,B,2 years,10426,37200,01/10/2011,MI
7500,27,Charged Off,7500,1001994,C,10+ years,7943,38400,01/10/2011,CA
11625,20,Charged Off,11625,994808,B,5 years,2421,66000,01/11/2011,NY
20000,13,Fully Paid,20000,1001414,A,10+ years,7508,54996,01/11/2011,OH
16000,13,Fully Paid,16000,1001944,A,7 years,6939,36000,01/10/2011,NY
6000,27,Fully Paid,6000,1001581,A,10+ years,13726,96000,01/10/2011,TX
1000,52,Fully Paid,1000,1001920,B,< 1 year,2800,20000,01/10/2011,MN
12000,24,Fully Paid,12000,1001752,A,4 years,29650,85000,01/10/2011,PA
14000,8,Fully Paid,14000,1001738,D,3 years,12318,99000,01/10/2011,CA
2550,30,Fully Paid,2550,1001743,C,< 1 year,387,25200,01/10/2011,CA
6000,21,Fully Paid,6000,1001243,A,10+ years,8213,60000,01/10/2011,FL
3000,15,Charged Off,3000,1001727,A,1 year,4931,62400,01/10/2011,TX
8000,10,Fully Paid,8000,1001552,B,1 year,10324,35000,01/10/2011,NY
13250,18,Fully Paid,13250,904871,B,3 years,15520,40000,01/10/2011,IL
11400,37,Fully Paid,11400,1001689,A,5 years,9343,90000,01/10/2011,NV
8000,15,Fully Paid,8000,964950,D,6 years,7567,32000,01/10/2011,NY
17500,8,Fully Paid,17500,1001716,C,5 years,867,35000,01/11/2011,OH
5450,17,Charged Off,5450,1001868,C,10+ years,20132,43000,01/10/2011,VA
35000,32,Fully Paid,35000,1001872,B,10+ years,9854,120996,01/11/2011,CA
22000,39,Fully Paid,22000,1001792,E,10+ years,27489,108996,01/10/2011,MD
2400,23,Fully Paid,2400,1001855,B,10+ years,21020,72000,01/10/2011,NJ
20000,30,Fully Paid,20000,1001838,C,3 years,18282,175000,01/10/2011,CA
19425,15,Fully Paid,19425,992362,C,9 years,11738,50000,01/11/2011,IL
10000,12,Fully Paid,10000,1001644,B,3 years,5129,100000,01/10/2011,FL
7500,29,Fully Paid,7500,998884,A,9 years,0,48000,01/10/2011,MO
12650,21,Fully Paid,12650,890137,F,< 1 year,45843,135696,01/11/2011,CA
10400,14,Fully Paid,10400,1001640,B,10+ years,1656,42000,01/10/2011,TX
10000,35,Fully Paid,10000,1001630,B,10+ years,55617,104000,01/10/2011,NY
35000,33,Fully Paid,35000,998591,D,10+ years,0,87000,01/10/2011,MD
10000,33,Fully Paid,10000,1001623,B,10+ years,64568,173467,01/10/2011,GA
21725,25,Charged Off,21725,1001484,F,10+ years,3904,40000,01/11/2011,MI
30000,19,Fully Paid,30000,947469,E,8 years,11087,98000,01/11/2011,AZ
10000,28,Fully Paid,10000,999176,A,7 years,4886,48000,01/10/2011,PA
18000,57,Charged Off,18000,1001343,E,10+ years,63462,65000,01/11/2011,WI
10000,8,Fully Paid,10000,1001539,A,9 years,2525,66000,01/10/2011,CA
27000,26,Current,27000,1001480,B,9 years,39000,61900,01/11/2011,NC
4200,23,Charged Off,4200,1001335,B,4 years,2603,42000,01/10/2011,FL
10000,30,Fully Paid,10000,1001320,A,2 years,18364,57000,01/10/2011,MN
14000,30,Charged Off,14000,918617,E,n/a,12015,51713,01/11/2011,CA
2500,40,Fully Paid,2500,1001516,A,2 years,5883,31000,01/10/2011,MO
3500,38,Charged Off,3500,1001151,B,10+ years,17494,55000,01/10/2011,LA
13000,42,Fully Paid,13000,1001277,A,< 1 year,15722,70000,01/10/2011,GA
20000,21,Fully Paid,20000,999338,B,4 years,18865,55000,01/11/2011,MD
12000,34,Fully Paid,12000,1001157,B,3 years,6001,59800,01/11/2011,PA
4000,12,Fully Paid,4000,1001251,A,7 years,1084,57886,01/10/2011,CA
7500,19,Fully Paid,7500,1000989,B,3 years,29163,125000,01/10/2011,NJ
35000,31,Fully Paid,35000,988119,D,10+ years,24992,96000,01/11/2011,CA
12000,61,Charged Off,12000,1001241,C,10+ years,43129,85000,01/11/2011,NY
16500,16,Fully Paid,16500,1001416,B,6 years,4763,38400,01/11/2011,MT
8000,36,Fully Paid,8000,994018,B,6 years,1442,95000,01/10/2011,AL
25000,21,Fully Paid,25000,1000956,F,10+ years,10394,60000,01/11/2011,GA
15000,26,Fully Paid,15000,1001200,A,2 years,3961,85000,01/10/2011,VA
10000,21,Fully Paid,10000,1000384,B,5 years,8791,98000,01/10/2011,FL
35000,44,Current,35000,999834,F,10+ years,12582,77160,01/11/2011,TX
2500,5,Fully Paid,2500,1001175,D,2 years,2983,28200,01/10/2011,CT
9750,24,Fully Paid,9750,1001382,C,10+ years,8797,69950,01/10/2011,OH
9000,16,Fully Paid,9000,1001185,A,2 years,832,115000,01/10/2011,NY
17500,8,Fully Paid,17500,998983,E,6 years,4199,35004,01/11/2011,NY
5000,26,Fully Paid,5000,1001372,A,n/a,74666,86400,01/11/2011,CA
2700,48,Charged Off,2700,1001365,A,3 years,14552,88000,01/10/2011,PA
6000,30,Fully Paid,6000,1001173,C,10+ years,3040,96000,01/10/2011,NM
9000,25,Fully Paid,9000,1001172,A,4 years,3214,96000,01/10/2011,FL
1000,15,Fully Paid,1000,1001167,A,10+ years,3573,28600,01/10/2011,NY
12000,11,Fully Paid,12000,1001134,A,4 years,16793,90000,01/10/2011,FL
2200,16,Fully Paid,2200,1000929,A,n/a,8064,31544,01/10/2011,CA
23100,9,Fully Paid,23100,1001116,C,9 years,0,100000,01/11/2011,FL
1200,19,Fully Paid,1200,1001113,B,< 1 year,1995,28000,01/10/2011,NY
14000,14,Fully Paid,14000,1000918,B,2 years,11041,75000,01/10/2011,TX
20000,18,Fully Paid,20000,1000903,B,2 years,14546,53000,01/11/2011,PA
21000,28,Fully Paid,21000,1000288,B,3 years,14166,125000,01/11/2011,NY
16000,19,Fully Paid,16000,1001090,D,10+ years,34836,74000,01/11/2011,MA
8000,23,Fully Paid,8000,1001086,A,10+ years,14233,64000,01/11/2011,NY
5150,10,Fully Paid,5150,1001046,A,7 years,0,68000,01/11/2011,AR
14000,39,Fully Paid,14000,1000045,D,9 years,9218,72000,01/10/2011,GA
3500,13,Fully Paid,3500,1001032,A,3 years,368,36000,01/10/2011,CA
12000,5,Current,12000,1000790,B,n/a,0,36000,01/11/2011,NY
3000,54,Fully Paid,3000,1000786,C,1 year,14135,120000,01/10/2011,AZ
30000,10,Charged Off,30000,1000967,D,4 years,1370,75000,01/10/2011,TX
6000,12,Fully Paid,6000,1000513,B,6 years,836,26400,01/10/2011,FL
14000,26,Current,14000,1000497,A,7 years,989,53000,01/11/2011,CT
9000,25,Fully Paid,9000,1000673,B,2 years,26959,60000,01/10/2011,FL
13700,22,Fully Paid,13700,1000483,A,10+ years,14965,50000,01/11/2011,HI
28000,28,Fully Paid,28000,1000480,A,3 years,17801,96000,01/11/2011,NY
9950,30,Charged Off,9950,1000468,C,2 years,9489,36400,01/10/2011,GA
35000,48,Fully Paid,35000,996000,B,6 years,55145,75000,01/11/2011,VA
12000,25,Charged Off,12000,1000643,B,10+ years,13153,63500,01/11/2011,FL
6000,12,Fully Paid,6000,997803,A,< 1 year,0,21600,01/10/2011,MI
15000,45,Charged Off,15000,1000396,E,10+ years,29710,86000,01/11/2011,NY
21750,33,Charged Off,21750,1000594,B,< 1 year,19048,43500,01/11/2011,AL
24000,22,Fully Paid,24000,1000571,C,2 years,10365,206000,01/10/2011,NV
11200,17,Fully Paid,11200,1000309,C,4 years,14417,46000,01/10/2011,AZ
6000,16,Charged Off,6000,1000321,D,4 years,3009,32346,01/10/2011,NJ
6500,30,Fully Paid,6500,996982,A,3 years,4555,22000,01/10/2011,NC
28000,48,Current,28000,971981,C,< 1 year,29520,75000,01/11/2011,PA
35000,28,Fully Paid,35000,989641,B,6 years,4784,165000,01/10/2011,CA
14000,33,Fully Paid,14000,1000304,A,6 years,13141,124000,01/10/2011,NJ
23000,38,Charged Off,23000,1000262,B,6 years,2369,107500,01/11/2011,VA
7000,22,Fully Paid,7000,1000285,A,5 years,4840,43000,01/10/2011,FL
5000,22,Fully Paid,5000,992580,A,n/a,6661,95000,01/11/2011,NY
10800,32,Charged Off,10800,1000267,A,10+ years,16811,51000,01/10/2011,FL
5375,10,Fully Paid,5375,990514,C,< 1 year,7228,20868,01/10/2011,GA
15000,30,Current,15000,1000067,D,< 1 year,10891,72000,01/11/2011,AL
7500,63,Fully Paid,7500,1000253,A,10+ years,11885,150000,01/11/2011,NY
15000,18,Fully Paid,15000,1000242,E,10+ years,5658,86945,01/11/2011,IL
12800,23,Fully Paid,12800,1000033,D,9 years,905,81708,01/11/2011,TX
20000,14,Fully Paid,20000,1000030,A,6 years,15637,72000,01/10/2011,NY
4000,19,Fully Paid,4000,993612,A,10+ years,8291,62500,01/10/2011,MO
5150,21,Current,5150,1000007,E,1 year,15187,34992,01/11/2011,NY
5000,11,Fully Paid,5000,999981,B,6 years,2211,39000,01/10/2011,CA
10000,25,Fully Paid,10000,999983,A,n/a,374,20000,01/10/2011,FL
8000,37,Fully Paid,8000,999989,B,8 years,45393,120000,01/10/2011,CA
8000,8,Fully Paid,8000,999669,B,4 years,1744,20000,01/10/2011,CA
12000,15,Fully Paid,12000,999746,B,7 years,5690,60000,01/10/2011,NM
4500,23,Fully Paid,4500,999951,A,10+ years,5787,125000,01/10/2011,IL
8875,21,Fully Paid,8875,998128,B,8 years,20589,24000,01/10/2011,NY
12800,15,Fully Paid,12800,999744,D,2 years,5523,46200,01/10/2011,TX
10600,28,Fully Paid,10600,999914,C,7 years,14713,47000,01/10/2011,KS
1500,18,Fully Paid,1500,999918,A,4 years,3089,22968,01/10/2011,CA
6250,11,Fully Paid,6250,960257,B,n/a,7529,16000,01/10/2011,MD
7500,27,Fully Paid,7500,998252,B,10+ years,8366,84000,01/10/2011,CA
7800,20,Fully Paid,7800,999708,A,6 years,6565,58600,01/10/2011,OH
20000,24,Fully Paid,20000,999905,A,4 years,22055,100800,01/10/2011,CA
10000,18,Fully Paid,10000,999894,C,10+ years,6098,42000,01/10/2011,TX
2000,27,Fully Paid,2000,999701,A,5 years,11081,93000,01/10/2011,SD
5000,16,Fully Paid,5000,999879,B,3 years,2363,48000,01/10/2011,CA
2400,24,Fully Paid,2400,991306,A,4 years,4413,30720,01/10/2011,CA
10400,18,Fully Paid,10400,999668,A,4 years,5703,67000,01/10/2011,VA
25000,22,Fully Paid,25000,992300,B,6 years,27367,92000,01/10/2011,MA
9200,19,Fully Paid,9200,999667,A,6 years,8643,30000,01/10/2011,OR
8450,18,Fully Paid,8450,999672,B,n/a,11545,21040,01/10/2011,CA
12400,31,Fully Paid,12400,901982,A,10+ years,21992,77000,01/11/2011,OH
8000,42,Charged Off,8000,973424,A,3 years,7263,27000,01/10/2011,WA
3600,9,Fully Paid,3600,999844,C,4 years,2011,32000,01/10/2011,VA
2000,12,Fully Paid,2000,999639,B,7 years,11640,33600,01/10/2011,CA
16000,32,Charged Off,16000,999816,C,1 year,10547,55536,01/11/2011,VT
16000,38,Fully Paid,16000,999497,D,1 year,31347,62000,01/11/2011,CA
1200,13,Charged Off,1200,999634,B,3 years,1376,20000,01/11/2011,CO
4000,27,Charged Off,4000,991421,A,n/a,7232,42000,01/10/2011,CA
3000,19,Fully Paid,3000,999797,A,n/a,10585,90000,01/10/2011,NY
16800,27,Fully Paid,16800,875809,A,4 years,5097,69500,01/10/2011,CT
15000,31,Fully Paid,15000,999583,B,2 years,578,80000,01/11/2011,CO
8000,9,Charged Off,8000,999763,B,4 years,2007,38000,01/10/2011,NY
12000,26,Charged Off,12000,990118,D,n/a,8326,60000,01/10/2011,GA
12000,32,Fully Paid,12000,999354,A,10+ years,24771,92000,01/10/2011,NJ
12000,36,Fully Paid,12000,999548,A,5 years,18571,60000,01/10/2011,MA
32000,30,Fully Paid,32000,999335,E,10+ years,9420,68000,01/10/2011,NH
34000,39,Current,34000,999331,E,10+ years,66106,243000,01/11/2011,TX
14300,36,Charged Off,14300,982018,B,8 years,33188,52000,01/10/2011,WI
14000,22,Fully Paid,14000,972572,A,4 years,627,58000,01/10/2011,NY
30000,37,Current,30000,999492,C,10+ years,11849,60000,01/11/2011,WA
35000,43,Fully Paid,35000,999074,E,10+ years,60051,125000,01/11/2011,CA
9600,8,Charged Off,9600,999295,D,5 years,5131,45000,01/11/2011,CA
6800,21,Fully Paid,6800,999292,A,< 1 year,1647,60000,01/10/2011,TX
5000,20,Fully Paid,5000,999276,A,6 years,2363,34000,01/10/2011,MO
12000,27,Fully Paid,12000,999469,B,1 year,7080,84000,01/10/2011,FL
15000,16,Fully Paid,15000,999468,B,2 years,28770,58000,01/10/2011,DE
10000,18,Charged Off,10000,999250,C,3 years,2227,30000,01/10/2011,CA
35000,57,Charged Off,35000,999248,D,2 years,48458,90000,01/11/2011,NV
9000,6,Fully Paid,9000,999244,B,2 years,9158,77800,01/10/2011,MA
13750,18,Fully Paid,13750,999441,A,< 1 year,19762,76875,01/10/2011,VA
12025,34,Fully Paid,12025,994517,B,3 years,34454,80000,01/10/2011,IL
12000,19,Fully Paid,12000,900575,C,< 1 year,6631,50000,01/10/2011,VA
24000,28,Fully Paid,24000,999425,A,2 years,12923,52800,01/10/2011,OH
4800,14,Fully Paid,4800,991299,A,7 years,3019,50000,01/10/2011,CA
35000,23,Fully Paid,35000,991910,A,10+ years,53655,80000,01/10/2011,GA
23400,15,Fully Paid,23400,999393,F,5 years,7532,55000,01/11/2011,CA
7000,7,Fully Paid,7000,999033,E,< 1 year,4059,39000,01/10/2011,CA
15000,31,Fully Paid,15000,999172,A,10+ years,26507,83886,01/10/2011,CA
12000,13,Fully Paid,12000,999170,B,4 years,12670,85000,01/10/2011,GA
14500,30,Fully Paid,14500,999168,C,10+ years,11351,39960,01/10/2011,VA
14975,53,Fully Paid,14975,998819,A,n/a,27248,125000,01/10/2011,VA
14000,17,Fully Paid,14000,999076,F,5 years,4479,65000,01/11/2011,MO
14000,16,Fully Paid,14000,999060,D,3 years,11639,61000,01/10/2011,CA
1500,15,Charged Off,1500,998880,D,< 1 year,8794,48000,01/10/2011,TX
16800,23,Fully Paid,16800,998868,D,5 years,11091,82296,01/11/2011,FL
13000,16,Fully Paid,13000,998864,C,8 years,8666,178000,01/10/2011,CA
20000,34,Fully Paid,20000,998862,A,10+ years,17252,68000,01/10/2011,PA
25000,32,Current,25000,998817,C,< 1 year,12075,70000,01/11/2011,MA
10000,14,Fully Paid,10000,998968,A,10+ years,8995,54000,01/10/2011,KS
14000,24,Fully Paid,14000,998737,A,5 years,8341,180000,01/10/2011,TX
20000,17,Current,20000,998792,G,< 1 year,39945,90000,01/11/2011,WA
14500,18,Charged Off,14500,998505,C,9 years,29435,88080,01/11/2011,MD
5850,7,Charged Off,5850,998515,D,1 year,2214,60000,01/10/2011,NJ
4000,52,Charged Off,4000,981610,F,7 years,4609,70000,01/10/2011,TX
2400,14,Fully Paid,2400,974413,A,< 1 year,2184,50000,01/10/2011,AZ
19700,14,Fully Paid,19700,998750,A,< 1 year,10362,78000,01/10/2011,SC
5800,24,Charged Off,5800,998499,A,n/a,10784,26988,01/10/2011,NC
11100,25,Fully Paid,11100,945434,D,5 years,13068,30000,01/10/2011,TX
15000,17,Fully Paid,15000,993433,A,6 years,17607,294000,01/11/2011,NC
12000,56,Fully Paid,12000,967889,D,8 years,35433,180000,01/10/2011,NJ
3000,44,Charged Off,3000,998559,A,2 years,2105,22800,01/10/2011,WA
6000,22,Fully Paid,6000,997964,A,1 year,9111,84996,01/10/2011,TX
2500,20,Fully Paid,2500,998555,B,n/a,34011,23964,01/10/2011,PA
6000,10,Fully Paid,6000,997996,A,n/a,6070,36000,01/10/2011,CA
12000,17,Fully Paid,12000,997741,A,10+ years,8368,72000,01/11/2011,CA
12800,21,Current,12800,998689,E,10+ years,8013,80000,01/10/2011,CO
9400,14,Charged Off,9400,998530,A,6 years,4774,33000,01/10/2011,IL
27000,16,Current,27000,998523,E,2 years,6779,95000,01/11/2011,MA
27500,23,Current,27500,998694,E,7 years,8960,55000,01/11/2011,AZ
20000,21,Fully Paid,20000,998704,B,8 years,44122,60000,01/10/2011,NY
15000,31,Charged Off,15000,996693,A,3 years,16189,80000,01/10/2011,CA
7000,24,Fully Paid,7000,998112,B,1 year,4419,25000,01/10/2011,NJ
12000,20,Fully Paid,12000,998488,C,6 years,5265,46750,01/11/2011,CA
3000,15,Fully Paid,3000,998474,A,10+ years,19140,42000,01/10/2011,NC
10000,18,Fully Paid,10000,998469,B,4 years,5272,45000,01/10/2011,OK
35000,24,Fully Paid,35000,998470,B,2 years,7909,185000,01/11/2011,FL
6000,25,Fully Paid,6000,996672,A,10+ years,12994,41000,01/10/2011,FL
10000,27,Fully Paid,10000,631407,A,5 years,11354,46000,01/10/2011,KS
16000,28,Fully Paid,16000,998616,F,2 years,4628,94000,01/11/2011,NY
4000,13,Fully Paid,4000,998596,C,6 years,2441,34800,01/10/2011,KY
13000,20,Fully Paid,13000,998590,B,7 years,19098,130000,01/10/2011,NC
20000,38,Fully Paid,20000,998587,A,n/a,1884,200000,01/10/2011,VA
27000,15,Fully Paid,27000,998396,A,5 years,14764,54000,01/10/2011,CA
9000,33,Fully Paid,9000,998386,A,9 years,57908,112440,01/10/2011,PA
6000,27,Fully Paid,6000,998359,B,7 years,12379,85000,01/10/2011,CA
3100,32,Fully Paid,3100,998370,A,7 years,8073,53000,01/10/2011,OK
5000,15,Fully Paid,5000,998097,A,2 years,20776,80000,01/10/2011,WA
16000,16,Charged Off,16000,984625,E,10+ years,8679,78000,01/10/2011,KY
16800,24,Fully Paid,16800,998339,B,8 years,15942,125000,01/10/2011,OR
5000,12,Fully Paid,5000,994969,B,5 years,2197,36000,01/10/2011,MO
12350,27,Fully Paid,12350,996890,A,10+ years,13525,105000,01/10/2011,CA
13000,23,Current,13000,998313,A,10+ years,8473,35000,01/11/2011,NY
6000,15,Fully Paid,6000,998087,D,1 year,13597,68000,01/10/2011,OH
3900,20,Fully Paid,3900,998111,B,8 years,38100,84000,01/10/2011,AL
6400,15,Fully Paid,6400,998273,A,3 years,4347,34500,01/10/2011,FL
12000,24,Fully Paid,12000,758482,A,9 years,16179,74000,01/10/2011,NY
8900,28,Fully Paid,8900,998203,B,3 years,20384,120000,01/10/2011,NY
18000,40,Fully Paid,18000,998201,A,4 years,7993,38000,01/10/2011,AZ
16800,31,Charged Off,16800,998194,D,6 years,18183,75000,01/10/2011,AZ
15000,34,Fully Paid,15000,996434,A,10+ years,28312,50000,01/10/2011,MA
35000,32,Charged Off,35000,956877,E,6 years,17703,75000,01/11/2011,AL
20000,41,Charged Off,20000,998014,C,10+ years,9339,98000,01/11/2011,PA
12000,19,Charged Off,12000,997879,A,10+ years,5511,77954,01/10/2011,CT
8575,18,Current,8575,995914,B,10+ years,26391,47000,01/10/2011,NJ
6000,12,Charged Off,6000,993894,A,5 years,2952,51928,01/10/2011,CA
7600,15,Fully Paid,7600,997954,A,3 years,7906,28000,01/10/2011,TX
35000,41,Fully Paid,35000,913851,E,10+ years,13415,80000,01/11/2011,NC
10000,22,Fully Paid,10000,997753,B,2 years,2228,120000,01/10/2011,NY
30000,26,Fully Paid,30000,997748,B,5 years,48974,171996,01/11/2011,MD
3000,21,Fully Paid,3000,997750,B,10+ years,2037,30000,01/10/2011,IL
35000,24,Current,35000,995648,B,4 years,6177,150000,01/11/2011,AL
8000,22,Charged Off,8000,996517,B,1 year,6171,25000,01/10/2011,NY
35000,28,Charged Off,35000,997328,E,< 1 year,67207,130000,01/11/2011,FL
6100,4,Charged Off,6100,997734,C,n/a,0,23748,01/11/2011,MO
2000,48,Fully Paid,2000,997736,B,10+ years,25933,120000,01/10/2011,OR
7500,14,Fully Paid,7500,997889,C,4 years,4515,30160,01/10/2011,FL
8800,7,Fully Paid,8800,997878,B,3 years,517,42000,01/10/2011,NY
14725,19,Fully Paid,14725,997623,B,< 1 year,8087,48000,01/10/2011,DC
3000,5,Fully Paid,3000,997845,E,2 years,2265,33996,01/10/2011,NJ
1000,5,Fully Paid,1000,997843,A,5 years,835,85000,01/10/2011,NY
1200,15,Fully Paid,1200,997677,D,8 years,12069,68736,01/10/2011,WA
25000,26,Fully Paid,25000,997678,B,< 1 year,0,87300,01/11/2011,MD
8000,15,Fully Paid,8000,997674,A,< 1 year,3001,36000,01/10/2011,SC
21600,25,Fully Paid,21600,997612,D,9 years,6763,72660,01/11/2011,KS
17500,18,Charged Off,17500,996748,F,10+ years,519,35000,01/11/2011,MA
35000,29,Fully Paid,35000,936696,F,4 years,9449,85000,01/11/2011,FL
2000,14,Fully Paid,2000,997825,A,5 years,8940,40800,01/10/2011,PA
30000,25,Fully Paid,30000,997658,F,2 years,66501,158000,01/11/2011,TX
21250,32,Fully Paid,21250,987816,B,10+ years,21361,56508,01/11/2011,CA
3000,15,Fully Paid,3000,997606,A,n/a,2263,25000,01/10/2011,MI
28100,49,Fully Paid,28100,997813,E,10+ years,46169,98400,01/11/2011,FL
14000,43,Charged Off,14000,997329,C,6 years,9664,74000,01/10/2011,KY
35000,43,Fully Paid,35000,997632,B,10+ years,12059,66000,01/11/2011,OH
18225,24,Fully Paid,18225,997625,C,3 years,0,49000,01/11/2011,TX
20000,13,Fully Paid,20000,993927,B,4 years,988,75000,01/11/2011,CA
16000,27,Fully Paid,16000,997797,B,10+ years,14308,60000,01/10/2011,NY
21000,27,Fully Paid,21000,993824,C,7 years,29595,105687,01/11/2011,AR
6250,16,Fully Paid,6250,997611,C,n/a,3748,14898,01/10/2011,NY
28200,42,Fully Paid,28200,996337,C,5 years,18587,54000,01/11/2011,PA
16000,37,Fully Paid,16000,916467,B,10+ years,12688,77000,01/11/2011,NJ
